taxon	SRS013506	SRS013506_filtered	SRS014475	SRS014475_filtered	SRS014689	SRS014689_filtered	SRS019352	SRS019352_filtered	SRS050029	SRS050029_filtered	SRS054569	SRS054569_filtered	SRS056042	SRS056042_filtered	SRS065335	SRS065335_filtered	SRS097885	SRS097885_filtered	SRS098585	SRS098585_filtered	SRS1041031	SRS1041031_filtered	SRS1041129	SRS1041129_filtered	SRS104912	SRS104912_filtered	SRS105082	SRS105082_filtered	SRS142957	SRS142957_filtered	SRS143032	SRS143032_filtered	SRS143776	SRS143776_filtered	SRS144378	SRS144378_filtered	SRS146847	SRS146847_filtered	SRS147088	SRS147088_filtered	camisim_SRS013506_filtered	camisim_SRS014475_filtered	camisim_SRS014689_filtered	camisim_SRS019352_filtered	camisim_SRS050029_filtered	camisim_SRS054569_filtered	camisim_SRS056042_filtered	camisim_SRS065335_filtered	camisim_SRS097885_filtered	camisim_SRS098585_filtered	camisim_SRS1041031_filtered	camisim_SRS1041129_filtered	camisim_SRS104912_filtered	camisim_SRS105082_filtered	camisim_SRS142957_filtered	camisim_SRS143032_filtered	camisim_SRS143776_filtered	camisim_SRS144378_filtered	camisim_SRS146847_filtered	camisim_SRS147088_filtered	mess_SRS013506_filtered	mess_SRS014475_filtered	mess_SRS014689_filtered	mess_SRS019352_filtered	mess_SRS050029_filtered	mess_SRS054569_filtered	mess_SRS056042_filtered	mess_SRS065335_filtered	mess_SRS097885_filtered	mess_SRS098585_filtered	mess_SRS1041031_filtered	mess_SRS1041129_filtered	mess_SRS104912_filtered	mess_SRS105082_filtered	mess_SRS142957_filtered	mess_SRS143032_filtered	mess_SRS143776_filtered	mess_SRS144378_filtered	mess_SRS146847_filtered	mess_SRS147088_filtered
712623	9592	9592	3552	3552	180465	180465	1271	1271	95252	95252	27637	27637	2798	2798	7437	7437	0	0	69	0	7	0	44	0	91	0	8	0	2	0	101	0	0	0	838	838	64	0	7955	7955	9941	3443	177649	1368	94139	28057	2808	7292	0	0	0	0	0	0	0	0	0	826	0	7970	9944	3487	177781	1384	94068	27979	2822	7390	0	0	0	0	0	0	0	0	0	838	0	7998
1307	8982	8982	79	0	1877	1877	1812	1812	3897	3897	15934	15934	389	389	252	252	4	0	50	0	2385	2385	1721	1721	689	689	296	296	3	0	15	0	6	0	215	215	185	0	504	504	11536	0	5253	2095	6152	20601	528	372	0	0	2346	1665	721	298	0	0	0	989	0	728	12546	0	3704	2231	6827	21737	563	336	0	0	2364	1703	707	287	0	0	0	299	654	712
2972784	8827	8827	2020	2020	48944	48944	1113	1113	105212	105212	30111	30111	2816	2816	7018	7018	0	0	66	0	13	0	37	0	254	254	14	0	1	0	101	0	0	0	848	848	93	0	7377	7377	9412	2026	48833	1240	103987	30869	2836	6938	0	0	0	0	249	0	0	0	0	846	0	7458	9537	1991	48936	1236	103987	31070	2828	6960	0	0	0	0	250	0	0	0	0	849	0	7470
29466	8739	8739	1130	1130	118493	118493	38055	38055	304591	304591	18916	18916	23950	23950	9369	9369	1157	1157	1044	1044	133	0	184	0	455	455	205	205	18	0	650	650	2	0	1174	1174	8	0	51199	51199	9026	1165	133144	38103	305338	20444	24622	10445	1155	1044	0	0	472	210	0	664	0	1239	0	55791	8759	1197	131873	38187	305749	20232	24294	9777	1160	1044	0	0	470	213	0	690	0	1571	0	54888
486	8652	8652	2255	2255	74	0	580	580	760	760	3565	3565	154	0	2365	2365	2	0	9	0	1	0	3	0	28	0	26	0	0	0	1	0	0	0	3384	3384	2	0	1791	1791	8593	2992	0	598	864	4159	0	2784	0	0	0	0	0	0	0	0	0	3363	0	2054	8770	3051	0	611	901	4183	0	2769	0	0	0	0	0	0	0	0	0	3314	0	2019
2759692	8190	8190	1700	1700	23985	23985	1212	1212	91587	91587	54854	54854	2383	2383	5706	5706	1	0	86	0	18	0	51	0	67	0	5	0	4	0	89	0	0	0	738	738	76	0	5815	5815	8987	1668	24390	1360	91153	55371	2428	5681	0	0	0	0	0	0	0	0	0	726	0	5908	8882	1710	24367	1381	91078	55394	2451	5688	0	0	0	0	0	0	0	0	0	738	0	5858
718	8070	8070	10	0	57	0	134	0	11109	11109	4126	4126	199	0	475	475	0	0	6	0	24	0	3	0	164	0	130	0	0	0	2	0	0	0	4	0	0	0	51	0	7840	0	0	0	10136	4016	0	443	0	0	0	0	0	0	0	0	0	0	0	0	7951	0	0	0	10152	3809	0	443	0	0	0	0	0	0	0	0	0	0	0	0
732	8014	8014	131	0	212	212	8096	8096	44321	44321	8012	8012	1302	1302	762	762	4	0	65	0	15	0	6	0	117	0	19	0	0	0	22	0	1	0	5245	5245	0	0	36663	36663	8010	0	213	8053	44704	8045	1302	786	0	0	0	0	0	0	0	0	0	5188	0	36372	8035	0	216	8071	44685	8082	1316	776	0	0	0	0	0	0	0	0	0	5248	0	36354
45634	7642	7642	381	381	1568	1568	1421	1421	4296	4296	16943	16943	2686	2686	245	245	12	0	89	0	19	0	99	0	33	0	25	0	50	0	11	0	0	0	214	214	131	0	1696	1696	8486	395	2076	1623	5042	18580	2790	293	0	0	0	0	0	0	0	0	0	238	0	1886	8556	401	2019	1620	4947	18692	2773	284	0	0	0	0	0	0	0	0	0	247	0	1856
1759399	7617	7617	835	835	5294	5294	553	553	78633	78633	15350	15350	1305	1305	899	899	2	0	18	0	13	0	23	0	22	0	25	0	0	0	27	0	0	0	221	221	40	0	2300	2300	7534	824	5520	632	77594	15255	1326	921	0	0	0	0	0	0	0	0	0	243	0	2359	7549	809	5547	639	77830	15213	1259	924	0	0	0	0	0	0	0	0	0	223	0	2381
68892	7603	7603	1119	1119	32229	32229	688	688	29350	29350	13833	13833	2258	2258	4229	4229	2	0	59	0	13	0	32	0	152	0	12	0	3	0	35	0	3	0	561	561	36	0	9211	9211	8049	1122	31876	825	29221	14841	2235	4185	0	0	0	0	0	0	0	0	0	537	0	9148	8076	1111	31956	823	29283	14810	2250	4197	0	0	0	0	0	0	0	0	0	554	0	9136
1311	7137	7137	775	775	2999	2999	988	988	5876	5876	13508	13508	729	729	618	618	17	0	64	0	128	0	296	296	482	482	50	0	84	0	33	0	3	0	252	252	6555	6555	799	799	6682	210	6920	1692	4586	14251	475	1789	0	0	0	0	206	0	200	0	0	464	4601	687	9758	1245	6222	1710	6703	13392	420	1453	0	0	0	0	346	0	273	0	0	1303	5724	810
28125	6931	6931	64	0	9496	9496	315	315	412	412	691	691	57	0	2781	2781	58	0	103	0	260	260	76	0	14908	14908	813	813	2	0	41	0	8	0	54	0	521	521	930	930	6895	0	9512	318	420	683	0	2790	0	0	271	0	14819	855	0	0	0	0	518	949	6912	0	9522	318	405	686	0	2790	0	0	272	0	14817	858	0	0	0	0	524	957
189834	6858	6858	2	0	7	0	12	0	61	0	3284	3284	134	0	287	287	0	0	1	0	6	0	2	0	4	0	7	0	0	0	2	0	0	0	1	0	0	0	9	0	6796	0	0	0	0	3279	0	278	0	0	0	0	0	0	0	0	0	0	0	0	6810	0	0	0	0	3244	0	284	0	0	0	0	0	0	0	0	0	0	0	0
1156431	6718	6718	415	415	5367	5367	1194	1194	67573	67573	11503	11503	870	870	827	827	8	0	35	0	17	0	17	0	34	0	38	0	0	0	23	0	0	0	270	270	23	0	1703	1703	5772	379	5179	1140	60547	9867	793	757	0	0	0	0	0	0	0	0	0	228	0	1667	5719	366	5186	1142	60686	9932	786	759	0	0	0	0	0	0	0	0	0	258	0	1720
2663009	6342	6342	3394	3394	327247	327247	3540	3540	96316	96316	92537	92537	9251	9251	153880	153880	1	0	184	0	116	0	45	0	344	344	18	0	8	0	1	0	0	0	1234	1234	0	0	24689	24689	5564	2982	295375	3062	85263	82285	8086	137839	0	0	0	0	280	0	0	0	0	1106	0	21980	5418	2985	296098	3161	86134	80378	7913	137137	0	0	0	0	290	0	0	0	0	1091	0	21563
470565	6266	6266	7778	7778	101175	101175	79	0	503	503	448	448	3119	3119	83603	83603	1	0	162	0	29	0	3	0	6494	6494	560	560	34	0	5710	5710	0	0	1231	1231	3	0	1149	1149	6273	7746	100653	0	509	452	3083	82781	0	0	0	0	6469	586	0	5636	0	1238	0	1226	6250	7674	100494	0	495	450	3107	83046	0	0	0	0	6513	611	0	5720	0	1226	0	1187
34105	6240	6240	0	0	518	518	12	0	54	0	114	0	5	0	30	0	0	0	2	0	48	0	51	0	22	0	3	0	0	0	0	0	0	0	18	0	0	0	61	0	6065	0	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6060	0	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
488	5861	5861	537	537	17	0	2584	2584	7627	7627	15377	15377	886	886	11174	11174	17	0	53	0	22	0	0	0	144	0	16	0	1	0	51	0	0	0	283	283	0	0	22663	22663	5597	578	0	2520	7837	16549	1290	12339	0	0	0	0	0	0	0	0	0	279	0	22599	5587	579	0	2437	7784	16388	1212	12569	0	0	0	0	0	0	0	0	0	299	0	22770
84135	5718	5718	2378	2378	27397	27397	608	608	7290	7290	28787	28787	1914	1914	11308	11308	2	0	40	0	105	0	24	0	73	0	7	0	2	0	1	0	11	0	1476	1476	36	0	9956	9956	5763	2334	26927	619	7273	28823	1901	11080	0	0	0	0	0	0	0	0	0	1467	0	9767	5757	2342	27005	605	7330	28800	1895	11128	0	0	0	0	0	0	0	0	0	1491	0	9797
2047	5300	5300	818	818	5746	5746	2747	2747	2527	2527	6739	6739	5414	5414	93	0	3818	3818	36	0	29	0	42	0	204	204	57	0	5	0	54	0	4	0	222	222	4	0	21730	21730	5273	811	5724	2742	2540	6737	5399	0	3798	0	0	0	202	0	0	0	0	220	0	21646	5276	810	5745	2735	2551	6728	5392	0	3811	0	0	0	201	0	0	0	0	222	0	21651
85404	5134	5134	2	0	13	0	58	0	105	0	2475	2475	87	0	197	0	0	0	0	0	30	0	28	0	9	0	8	0	0	0	0	0	0	0	1	0	0	0	31	0	5045	0	0	0	0	2475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5099	0	0	0	0	2442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39777	5005	5005	3574	3574	466475	466475	496	496	1432	1432	1048	1048	2276	2276	79095	79095	4	0	294	294	39	0	30	0	180	0	174	0	14	0	2642	2642	0	0	5200	5200	9	0	72089	72089	4980	3587	466813	500	1529	1086	2271	78783	0	294	0	0	0	0	0	2611	0	5159	0	72470	5006	3582	467080	502	1509	1109	2305	79073	0	293	0	0	0	0	0	2639	0	5199	0	72423
76857	4962	4962	312	312	26396	26396	15909	15909	3998	3998	8897	8897	11572	11572	12624	12624	51	0	271	271	130	0	95	0	105	0	27	0	4	0	3	0	0	0	488	488	16	0	3306	3306	4948	377	33425	14606	5509	10876	11142	15441	0	242	0	0	0	0	0	0	0	676	0	3819	4860	358	33192	14777	5681	10439	10938	15362	0	250	0	0	0	0	0	0	0	663	0	3788
29391	4949	4949	166	0	2524	2524	3621	3621	1712	1712	13643	13643	3938	3938	451	451	0	0	43	0	66	0	56	0	29	0	14	0	0	0	10	0	0	0	1324	1324	59	0	608	608	5148	0	2570	3628	1856	14342	3938	459	0	0	0	0	0	0	0	0	0	1382	0	619	5155	0	2563	3647	1858	14302	3928	463	0	0	0	0	0	0	0	0	0	1384	0	611
589437	4856	4856	182	0	12691	12691	132	0	392	392	1182	1182	870	870	14107	14107	0	0	43	0	24	0	107	0	4090	4090	297	297	0	0	242	242	0	0	124	0	2	0	4150	4150	0	0	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85402	4791	4791	1	0	4	0	56	0	541	541	2497	2497	113	0	184	0	1	0	4	0	9	0	3	0	14	0	23	0	0	0	0	0	0	0	6	0	0	0	38	0	4791	0	0	0	603	2504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4820	0	0	0	620	2504	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75985	4531	4531	10	0	9	0	87	0	421	421	2256	2256	104	0	168	0	0	0	0	0	55	0	9	0	22	0	3	0	0	0	1	0	0	0	5	0	0	0	38	0	5108	0	0	0	1132	2304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4625	0	0	0	1148	2964	0	0	0	0	0	0	0	0	0	0	0	0	0	0
738	4396	4396	7	0	27	0	76	0	737	737	1670	1670	56	0	151	0	0	0	8	0	28	0	8	0	290	290	10	0	0	0	3	0	0	0	3	0	0	0	61	0	4556	0	0	0	954	1767	0	0	0	0	0	0	289	0	0	0	0	0	0	0	4629	0	0	0	941	1736	0	0	0	0	0	0	294	0	0	0	0	0	0	0
2133944	4371	4371	20	0	1282	1282	225	225	528	528	247	247	35	0	329	329	0	0	183	0	111	0	127	0	8364	8364	806	806	0	0	0	0	0	0	7	0	0	0	145	0	4359	0	1282	225	527	246	0	325	0	0	0	0	8360	820	0	0	0	0	0	0	4361	0	1285	225	527	247	0	329	0	0	0	0	8358	816	0	0	0	0	0	0
2820817	4135	4135	267	267	210	210	1257	1257	13977	13977	7444	7444	8300	8300	390	390	2	0	72	0	1	0	16	0	81	0	4	0	0	0	2	0	0	0	46	0	0	0	510	510	4136	277	212	1264	14050	7408	8176	402	0	0	0	0	0	0	0	0	0	0	0	518	4110	264	217	1268	14027	7474	8222	396	0	0	0	0	0	0	0	0	0	0	0	505
837	4050	4050	43	0	2082	2082	874	874	4348	4348	4436	4436	118	0	2631	2631	1	0	105	0	411	411	456	456	2849	2849	1578	1578	0	0	16	0	0	0	193	0	2	0	552	552	4083	0	2150	879	4396	4494	0	2641	0	0	654	585	3001	1727	0	0	0	0	0	604	4148	0	2152	879	4498	4616	0	2722	0	0	498	580	2961	1684	0	0	0	0	0	578
162156	4033	4033	16	0	1050	1050	292	292	295	295	478	478	28	0	490	490	0	0	269	269	1500	1500	923	923	7876	7876	22121	22121	0	0	11	0	0	0	26	0	0	0	5753	5753	4033	0	1051	293	294	484	0	490	0	300	3516	2009	8458	23358	0	0	0	0	0	6625	4041	0	1051	295	296	483	0	490	0	290	3466	2072	8520	23344	0	0	0	0	0	6639
747	3997	3997	27	0	164	0	654	654	15000	15000	1833	1833	134	0	207	207	0	0	35	0	80	0	54	0	188	0	152	0	0	0	10	0	0	0	40	0	0	0	141	0	3577	0	0	552	13945	1718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3807	0	0	584	13452	1788	0	242	0	0	0	0	0	0	0	0	0	0	0	0
1308	3976	3976	157	0	8976	8976	480	480	2463	2463	5589	5589	463	463	1088	1088	9	0	42	0	2175	2175	418	418	500	500	299	299	30	0	262	262	16	0	634	634	13	0	1534	1534	5413	0	13614	703	3423	8153	665	1433	0	0	2253	413	560	305	0	284	0	913	0	2603	5641	0	13945	749	3445	8232	596	1469	0	0	2167	423	506	278	0	303	0	831	0	2575
485	3950	3950	2659	2659	0	0	475	475	884	884	2655	2655	83	0	1909	1909	1	0	3	0	15	0	4	0	31	0	4	0	0	0	1	0	0	0	2316	2316	1	0	1346	1346	5235	5526	0	615	1426	4504	231	3328	0	0	0	0	0	0	0	0	0	2957	0	2036	5026	5623	0	529	1676	4556	0	3606	0	0	0	0	0	0	0	0	0	3245	0	2212
715	3941	3941	4	0	7	0	59	0	333	333	2088	2088	88	0	245	245	0	0	0	0	6	0	26	0	57	0	6	0	0	0	4	0	0	0	0	0	0	0	47	0	4587	0	0	0	1831	2384	0	299	0	0	0	0	0	0	0	0	0	0	0	0	4467	0	0	0	1832	3006	0	281	0	0	0	0	0	0	0	0	0	0	0	0
1796613	3925	3925	0	0	42	0	49	0	51	0	72	0	10	0	27	0	0	0	167	0	4442	4442	5873	5873	5612	5612	13220	13220	0	0	8	0	0	0	5	0	0	0	4282	4282	3924	0	0	0	0	0	0	0	0	0	6697	7583	6823	15407	0	0	0	0	0	6741	3946	0	0	0	0	0	0	0	0	0	6713	7553	6880	15274	0	0	0	0	0	6662
199	3860	3860	2578	2578	273900	273900	218	218	807	807	3899	3899	22302	22302	207551	207551	27	0	347	347	55	0	40	0	279	279	48	0	24	0	925	925	1	0	1426	1426	1	0	21151	21151	3821	2560	272475	219	808	3874	22169	206052	0	343	0	0	280	0	0	905	0	1404	0	21039	3849	2560	272443	217	807	3888	22216	206526	0	343	0	0	278	0	0	923	0	1418	0	21060
423477	3857	3857	4158	4158	194495	194495	2663	2663	34475	34475	103949	103949	4734	4734	32716	32716	25	0	193	0	59	0	149	0	525	525	371	371	12	0	968	968	1	0	3524	3524	2	0	85926	85926	3828	4205	200533	2627	34196	102815	4792	32951	0	0	0	0	536	383	0	980	0	3544	0	87801	3908	4214	200765	2637	34069	102803	4783	32962	0	0	0	0	544	366	0	1016	0	3587	0	87817
544580	3661	3661	337	337	3103	3103	22739	22739	8449	8449	4155	4155	26599	26599	208	208	2829	2829	1209	1209	183	0	96	0	263	263	167	0	1	0	9	0	4	0	223	223	3	0	9756	9756	3550	328	3038	21952	8206	4038	25747	0	2736	1175	0	0	254	0	0	0	0	212	0	9490	3547	329	3002	22212	8209	4022	25861	0	2708	1170	0	0	255	0	0	0	0	207	0	9511
111844	3655	3655	2	0	2	0	25	0	557	557	1419	1419	67	0	141	0	0	0	0	0	4	0	19	0	19	0	18	0	0	0	1	0	0	0	0	0	0	0	19	0	3755	0	0	0	530	1562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3861	0	0	0	532	1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0
739	3601	3601	33	0	32	0	1307	1307	15853	15853	2976	2976	1230	1230	242	242	0	0	29	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	92	0	0	0	678	678	3883	0	0	1358	16867	3223	1344	249	0	0	0	0	0	0	0	0	0	0	0	720	3867	0	0	1361	16955	3149	1305	259	0	0	0	0	0	0	0	0	0	0	0	713
496	3582	3582	245	245	3	0	4089	4089	6178	6178	5390	5390	1585	1585	1160	1160	63	0	86	0	35	0	9	0	49	0	6	0	0	0	31	0	0	0	151	0	0	0	46248	46248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46124	3578	3578	3233	3233	69251	69251	1791	1791	42682	42682	16678	16678	4455	4455	5070	5070	20	0	115	0	57	0	108	0	121	0	14	0	1	0	738	738	0	0	1295	1295	18	0	27552	27552	3564	3214	69323	1788	42602	16643	4454	5061	0	0	0	0	0	0	0	723	0	1268	0	27565	3571	3215	69294	1801	42576	16666	4442	5064	0	0	0	0	0	0	0	734	0	1287	0	27559
1343	3543	3543	103	0	3075	3075	363	363	1081	1081	5646	5646	721	721	375	375	0	0	36	0	60	0	5	0	4	0	4	0	1	0	26	0	0	0	625	625	5	0	725	725	3533	0	3958	377	1168	5733	716	447	0	0	0	0	0	0	0	0	0	630	0	911	3580	0	4000	383	1203	5721	705	463	0	0	0	0	0	0	0	0	0	654	0	890
1056807	3533	3533	74	0	12	0	1054	1054	2456	2456	1524	1524	285	285	349	349	11	0	18	0	0	0	0	0	31	0	19	0	0	0	23	0	0	0	59	0	0	0	9112	9112	3031	0	0	898	2176	1305	247	303	0	0	0	0	0	0	0	0	0	0	0	7773	3000	0	0	923	2154	1321	253	287	0	0	0	0	0	0	0	0	0	0	0	7726
3098076	3523	3523	1596	1596	44025	44025	234	234	22762	22762	5749	5749	1097	1097	1794	1794	10	0	60	0	85	0	8	0	48	0	27	0	5	0	232	232	1	0	2309	2309	10	0	8230	8230	3351	1470	41727	236	21989	5542	1057	1742	0	0	0	0	0	0	0	217	0	2046	0	8319	3316	1516	42022	266	22049	5592	1038	1720	0	0	0	0	0	0	0	210	0	2125	0	8322
28135	3473	3473	498	498	22834	22834	167	0	1054	1054	2855	2855	340	340	3865	3865	1	0	388	388	53	0	29	0	17590	17590	1634	1634	0	0	127	0	1	0	116	0	0	0	1207	1207	3441	488	22533	0	1044	2845	337	3820	0	382	0	0	17394	1694	0	0	0	0	0	1188	3445	494	22543	0	1040	2832	342	3833	0	380	0	0	17446	1709	0	0	0	0	0	1199
28129	3471	3471	342	342	14419	14419	355	355	1319	1319	951	951	360	360	4303	4303	10	0	102	0	216	216	215	215	32463	32463	2148	2148	0	0	130	0	0	0	141	0	6	0	1446	1446	3501	351	14827	360	1355	1012	357	4466	0	0	228	243	32217	2198	0	0	0	0	0	1589	3484	343	14610	353	1293	944	373	4470	0	0	226	227	32685	2356	0	0	0	0	0	1503
157687	3461	3461	1519	1519	7937	7937	485	485	241	241	699	699	2072	2072	76226	76226	6	0	376	376	108	0	37	0	90	0	6	0	2	0	0	0	0	0	1222	1222	0	0	1055	1055	3299	1427	7552	457	233	720	1986	71728	0	358	0	0	0	0	0	0	0	1144	0	1072	3278	1451	7552	465	232	721	2000	71969	0	356	0	0	0	0	0	0	0	1151	0	1068
2030797	3436	3436	1	0	3	0	30	0	281	281	1100	1100	54	0	78	0	0	0	1	0	6	0	10	0	45	0	30	0	0	0	0	0	0	0	3	0	0	0	12	0	3390	0	0	0	291	1091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3406	0	0	0	295	1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33040	3393	3393	6	0	401	401	233	233	358	358	1921	1921	38	0	59	0	0	0	12	0	9	0	8	0	22	0	0	0	0	0	1	0	0	0	72	0	52	0	63	0	2853	0	498	247	433	1751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2781	0	471	289	517	1854	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2770636	3152	3152	2	0	23	0	28	0	298	298	1455	1455	58	0	158	0	0	0	7	0	6	0	1	0	8	0	5	0	0	0	0	0	0	0	1	0	0	0	24	0	3219	0	0	0	303	1568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3265	0	0	0	295	1475	0	0	0	0	0	0	0	0	0	0	0	0	0	0
589436	3147	3147	99	0	4996	4996	148	0	360	360	311	311	72	0	2453	2453	0	0	65	0	61	0	20	0	11408	11408	1511	1511	0	0	36	0	0	0	146	0	0	0	2330	2330	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
644007	3047	3047	13	0	710	710	87	0	74	0	1205	1205	6	0	35	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	9	0	7	0	2994	0	703	0	0	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3020	0	703	0	0	1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2382163	3002	3002	192	0	3403	3403	378	378	38044	38044	6597	6597	432	432	435	435	1	0	7	0	5	0	7	0	33	0	23	0	0	0	16	0	0	0	100	0	3	0	821	821	2525	0	3137	412	33459	5572	362	393	0	0	0	0	0	0	0	0	0	0	0	811	2494	0	3126	397	33502	5540	386	425	0	0	0	0	0	0	0	0	0	0	0	808
2866570	2866	2866	40	0	63	0	466	466	5035	5035	3558	3558	1498	1498	175	0	2	0	38	0	0	0	23	0	30	0	5	0	0	0	4	0	0	0	65	0	0	0	710	710	2832	0	0	462	5187	3493	1442	0	0	0	0	0	0	0	0	0	0	0	0	703	2811	0	0	464	5179	3533	1485	0	0	0	0	0	0	0	0	0	0	0	0	728
76123	2863	2863	95	0	3932	3932	188	0	316	316	507	507	140	0	1149	1149	1	0	79	0	76	0	13	0	12682	12682	1629	1629	0	0	31	0	1	0	332	332	2	0	1408	1408	2830	0	3838	0	313	506	0	1136	0	0	0	0	12383	1629	0	0	0	329	0	1369	2847	0	3839	0	309	500	0	1128	0	0	0	0	12393	1634	0	0	0	329	0	1352
28127	2856	2856	47	0	2053	2053	104	0	235	235	297	297	48	0	1556	1556	3	0	69	0	154	0	151	0	43287	43287	1028	1028	6	0	11	0	2	0	41	0	26	0	347	347	2910	0	2065	0	236	309	0	1560	0	0	0	0	43417	1108	0	0	0	0	0	355	2916	0	2071	0	240	299	0	1561	0	0	0	0	43518	1122	0	0	0	0	0	360
712471	2842	2842	25	0	1673	1673	292	292	397	397	649	649	62	0	1524	1524	0	0	100	0	148	0	33	0	16439	16439	484	484	1	0	6	0	0	0	46	0	0	0	1034	1034	2840	0	1722	291	398	648	0	1523	0	0	0	0	16391	502	0	0	0	0	0	1031	2841	0	1719	294	392	651	0	1528	0	0	0	0	16382	513	0	0	0	0	0	1043
165179	2815	2815	30	0	1303	1303	183	0	700	700	511	511	85	0	839	839	0	0	62217	62217	266652	266652	20496	20496	999650	999650	11096895	11096895	0	0	7	0	4	0	18	0	10	0	796	796	2741	0	1260	0	675	502	0	806	0	60067	258252	19996	964896	10719851	0	0	0	0	0	818	2730	0	1278	0	675	502	0	811	0	60142	258452	20029	964961	10725763	0	0	0	0	0	817
28137	2761	2761	1471	1471	7095	7095	107	0	628	628	469	469	286	286	51859	51859	4	0	89	0	13	0	61	0	9900	9900	890	890	1	0	71	0	0	0	193	0	0	0	1046	1046	2738	1474	7274	0	638	461	282	51293	0	0	0	0	9804	882	0	0	0	0	0	1119	2753	1453	7251	0	621	471	296	51596	0	0	0	0	9848	900	0	0	0	0	0	1131
2610896	2752	2752	1790	1790	43350	43350	315	315	26965	26965	4910	4910	1028	1028	1786	1786	7	0	74	0	88	0	17	0	26	0	42	0	1	0	204	204	0	0	1566	1566	20	0	7510	7510	2642	1696	41902	325	26189	4736	971	1772	0	0	0	0	0	0	0	0	0	1429	0	7510	2645	1728	41946	327	26249	4688	1000	1775	0	0	0	0	0	0	0	0	0	1466	0	7582
2682456	2737	2737	4674	4674	480410	480410	452	452	4252	4252	5783	5783	6717	6717	21050	21050	14	0	324	324	66	0	63	0	707	707	475	475	21	0	2475	2475	2	0	5121	5121	9	0	167451	167451	2568	4484	463875	405	3814	5255	6173	20053	0	309	0	0	693	466	0	2384	0	4909	0	160698	2666	4483	464438	386	3736	5341	6432	20425	0	318	0	0	680	469	0	2361	0	4816	0	161317
821	2671	2671	65	0	235	235	1457	1457	232	232	417	417	1096	1096	205	205	43	0	50390	50390	752574	752574	2019313	2019313	6295601	6295601	4851383	4851383	79	0	3553	3553	89	0	28	0	16	0	72563	72563	2850	0	244	1527	249	418	1121	215	0	51685	774058	2049474	6317968	4930623	0	3584	0	0	0	77053	2782	0	234	1515	237	447	1135	0	0	51544	773499	2050592	6319054	4933368	0	3640	0	0	0	77693
46125	2663	2663	66	0	631	631	6723	6723	2871	2871	18739	18739	467	467	114	0	0	0	15	0	20	0	28	0	80	0	21	0	0	0	1	0	0	0	13	0	1	0	17169	17169	2646	0	632	6643	2838	18482	462	0	0	0	0	0	0	0	0	0	0	0	0	17009	2630	0	632	6659	2850	18537	466	0	0	0	0	0	0	0	0	0	0	0	0	16995
714	2607	2607	23	0	40	0	1030	1030	6852	6852	2563	2563	181	0	123	0	0	0	5	0	18	0	11	0	41	0	7	0	0	0	2	0	0	0	67	0	0	0	412	412	2710	0	0	1062	7429	2655	0	0	0	0	0	0	0	0	0	0	0	0	0	436	2738	0	0	1086	7456	2674	0	0	0	0	0	0	0	0	0	0	0	0	0	441
1234680	2560	2560	185	0	2934	2934	249	249	29825	29825	6483	6483	473	473	461	461	1	0	2	0	10	0	6	0	25	0	4	0	0	0	6	0	0	0	139	0	14	0	957	957	2479	0	2944	309	27992	6122	463	467	0	0	0	0	0	0	0	0	0	0	0	995	2510	0	2969	306	28192	6148	434	456	0	0	0	0	0	0	0	0	0	0	0	1025
371601	2493	2493	8	0	164	0	612	612	223	223	1747	1747	30	0	96	0	5	0	3946	3946	145399	145399	172477	172477	383329	383329	225123	225123	4	0	538	538	9	0	31	0	4	0	67404	67404	2342	0	0	577	248	1785	0	0	0	4096	214205	158720	334522	213252	0	674	0	0	0	85028	2438	0	0	622	202	1769	0	0	0	4299	214373	158340	335173	213690	0	625	0	0	0	85309
